"","full_name","castaway_id","castaway","version","version_season","season_name","season","age","city","state","episode","day","order","result","jury_status","original_tribe","date_of_birth","date_of_death","gender","race","ethnicity","poc","occupation","personality_type","screen_time_ep1","confessional_count_ep1","ncontestants","age_group","OUT"
"616","Lydia Meredith","US0617","Lydia","US","US42","Survivor: 42",42,22,"Santa Monica","California",7,14,7,"6th voted out",NA,"Vati",1999-05-23,NA,"Female",NA,NA,"White","Waitress","INFP",532,3,18,"22-25",NA
"617","Lydia Morales","US0164","Lydia","US","US11","Survivor: Guatemala",11,42,"Lakewood","Washington",14,37,15,"15th voted out","6th jury member","Yaxha",1963-01-19,NA,"Female","Puerto Rican American","Hispanic or Latino","POC","Fishmonger","ISFJ",NA,1,18,"40-44",NA
"618","Lyrsa Torres","US0543","Lyrsa","US","US37","Survivor: David vs. Goliath",37,36,"Boston","Massachusetts",6,17,7,"5th voted out",NA,"David",1981-09-12,NA,"Female",NA,"Hispanic","POC","Airline Agent","ISFP",NA,2,20,"35-39",NA
"619","Malcolm Freberg","US0384","Malcolm","US","US34","Survivor: Game Changers",34,29,"Hermosa Beach","California",3,11,4,"4th voted out",NA,"Mana",1987-05-07,NA,"Male",NA,NA,"White","Bartender","ENTP",NA,5,20,"26-29",NA
"620","Malcolm Freberg","US0384","Malcolm","US","US26","Survivor: Caramoan",26,25,"Hermosa Beach","California",11,30,12,"11th voted out","3rd jury member","Bikal",1987-05-07,NA,"Male",NA,NA,"White","Bartender","ENTP",NA,1,20,"22-25",NA
"621","Malcolm Freberg","US0384","Malcolm","US","US25","Survivor: Philippines",25,25,"Hermosa Beach","California",14,38,15,"14th voted out","8th jury member","Matsing",1987-05-07,NA,"Male",NA,NA,"White","Bartender","ENTP",NA,5,18,"22-25",NA
"622","Malusi Mbambo","SA0060","Malusi","SA","SA04","Survivor South Africa: Maldives",4,30,"Durban","Kwa Zulu Natal",9,19,12,"10th voted out","5th jury member","Pleb",NA,NA,"Male",NA,NA,NA,"Business Development Consultant",NA,NA,3,19,"26-29",NA
"623","Maralyn Hershey","US0019","Maralyn","US","US02","Survivor: The Australian Outback",2,51,"Wakefield","Virginia",3,9,3,"3rd voted out",NA,"Ogakor",1949-01-24,NA,"Female",NA,NA,"White","Retired Police Officer","ESTP",NA,2,16,"51-55",NA
"624","Marcus Lehman","US0256","Marcus","US","US17","Survivor: Gabon",17,28,"Atlanta","Georgia",7,24,9,"9th voted out","1st jury member","Kota",1979-10-03,NA,"Male",NA,"Hispanic or Latino","POC","Doctor","ENTJ",NA,6,18,"26-29",NA
"625","Margaret Bobonich","US0156","Margaret","US","US11","Survivor: Guatemala",11,43,"Chardon","Ohio",6,15,6,"6th voted out",NA,"Nakum",1962-06-05,NA,"Female",NA,NA,"White","Nurse Practitioner","ESFJ",NA,8,18,"40-44",NA
"626","Mari Takahashi","US0480","Mari","US","US33","Survivor: Millennials vs. Gen X",33,31,"Los Angeles","California",2,7,2,"2nd voted out",NA,"Vanua",1984-11-02,NA,"Female","Asian",NA,"POC","Gamer","ESFP",NA,4,20,"30-34",NA
"627","Marian de Vos","SA0077","Marian","SA","SA09","Survivor South Africa: Return of the Outcasts",9,32,"Cape Town","WC",23,38,18,"18th voted out","9th jury member","Masu",NA,NA,"Female",NA,NA,NA,"Entrepreneur",NA,NA,4,20,"30-34",NA
"628","Marian de Vos","SA0077","Marian","SA","SA05","Survivor South Africa: Champions",5,25,"Lone Hill","Gauteng",11,19,10,"10th voted out","1st jury member","Utara",NA,NA,"Female",NA,NA,NA,"Entrepreneur",NA,NA,2,20,"22-25",NA
"629","Marisa Calihan","US0282","Marisa","US","US19","Survivor: Samoa",19,26,"Cincinnati","Ohio",1,3,1,"1st voted out",NA,"Foa Foa",1983-07-26,NA,"Female",NA,NA,"White","Student","INFP",NA,3,20,"26-29",1
"630","Marisha du Plessis","SA0135","Marisha","SA","SA08","Survivor South Africa: Immunity Island",8,35,"Tulbagh","Western Cape",8,21,9,"9th voted out","1st jury member","Zamba",1985-07-16,NA,"Female",NA,NA,NA,"Guest House Owner",NA,NA,2,20,"30-34",NA
"631","Marissa Peterson","US0398","Marissa","US","US27","Survivor: Blood vs. Water",27,21,"Chapel Hill","North Carolina",1,3,4,"3rd voted out",NA,"Tadhana",1991-09-25,NA,"Female","Black",NA,"POC","Student","ESTJ",NA,4,23,"18-21",NA
"632","Mark Caruso","US0340","Papa Bear","US","US23","Survivor: South Pacific",23,48,"Forest Hills","New York",3,8,3,"3rd voted out",NA,"Savaii",1963-07-07,NA,"Male",NA,NA,"White","Retired NYPD Detective","ESFJ",NA,2,20,"45-50",NA
"633","Mark Herlaar","AU0028","Tarzan","AU","AU05","Survivor Australia: All Stars",5,53,"Toowoomba","Queensland",22,46,20,"19th voted out","7th jury member","Vakama",NA,NA,"Male",NA,NA,NA,"Lime Farmer",NA,NA,3,24,"51-55",NA
"634","Mark Herlaar","AU0028","Tarzan","AU","AU02","Survivor Australia: 2017",2,51,"Toowoomba","QLD",4,11,4,"4th voted out",NA,"Samatau",NA,NA,"Male",NA,NA,NA,"Lime Farmer",NA,NA,6,24,"51-55",NA
"635","Mark Wales","AU0031","Mark","AU","AU02","Survivor Australia: 2017",2,37,"Perth","WA",7,18,7,"7th voted out",NA,"Asaga",NA,NA,"Male",NA,NA,NA,"Former SAS","ESTJ",NA,3,24,"35-39",NA
"636","Mark Wales","AU0031","Mark","AU","AU07","Survivor Australia: Blood vs. Water",7,42,"Melbourne","Victoria",24,NA,28,"Sole Survivor",NA,"Water",NA,NA,"Male",NA,NA,NA,"Former SAS","ESTJ",NA,5,28,"40-44",NA
"637","Marsha Wessels","SA0069","Marsha","SA","SA05","Survivor South Africa: Champions",5,40,"Retreat","Western Cape",3,5,2,"2nd voted out",NA,"Selatan",NA,NA,"Female",NA,NA,NA,"Army Sports Officer",NA,NA,1,20,"35-39",NA
"638","Marty Piombo","US0311","Marty","US","US21","Survivor: Nicaragua",21,48,"Mill Valley","California",9,24,10,"10th voted out","2nd jury member","Espada",1961-11-11,NA,"Male",NA,NA,"White","Technology Executive","ENTJ",NA,3,20,"45-50",NA
"639","Mary Sartain","US0238","Mary","US","US16","Survivor: Micronesia",16,29,"Emeryville","California",2,6,2,"2nd voted out",NA,"Airai",1978-11-11,NA,"Female",NA,NA,"White","Real Estate Manager","ISFJ",NA,0,20,"26-29",NA
"640","Marya Sherron","US0618","Marya","US","US42","Survivor: 42",42,47,"Noblesville","Indiana",2,5,3,"2nd voted out",NA,"Taku",1974-03-26,NA,"Female",NA,NA,"White","Stay-at-home Mom","INFP",148,2,18,"45-50",NA
"641","Maryanne Oketch","US0619","Maryanne","US","US42","Survivor: 42",42,24,"Ajax","Ontario",13,26,18,"Sole Survivor",NA,"Taku",1997-12-31,NA,"Female","Black",NA,"POC","Seminary Student","ENFP",916,5,18,"22-25",NA
"642","Mat Rogers","AU0063","Mat","AU","AU03","Survivor Australia: Champions vs. Contenders",3,42,"Gold Coast","QLD",17,37,17,"17th voted out","3rd jury member","Champions",1976-02-01,NA,"Male",NA,NA,NA,"Duel Code Football Legend",NA,NA,3,25,"40-44",NA
"643","Mat Rogers","AU0063","Mat","AU","AU05","Survivor Australia: All Stars",5,43,"Gold Coast","Queensland",10,22,9,"10th voted out",NA,"Vakama",1976-02-01,NA,"Male",NA,NA,NA,"Duel Code Football Legend",NA,NA,3,24,"40-44",NA
"644","Matai'a Salatielu Tiatia","NZ0010","Sala","NZ","NZ01","Survivor NZ: Nicaragua",1,40,"Christchurch",NA,12,24,10,"9th voted out","2nd jury member","Mogoton",NA,NA,"Male","Samoan",NA,NA,"Youth Worker",NA,NA,5,19,"35-39",NA
"645","Matt Bischoff","US0391","Matt","US","US26","Survivor: Caramoan",26,38,"Cincinnati","Ohio",6,16,7,"6th voted out",NA,"Gota",1974-04-04,NA,"Male",NA,NA,"White","BMX Bike Sales","INFP",NA,5,20,"35-39",NA
"646","Matt Elrod","US0323","Matt","US","US22","Survivor: Redemption Island",22,22,"Nashville","Tennessee",2,5,2,"2nd voted out",NA,"Ometepe",1988-10-02,NA,"Male",NA,NA,"White","Pre-Med Student","INFP",NA,2,20,"22-25",NA
"647","Matt Elrod","US0323","Matt","US","US22","Survivor: Redemption Island",22,22,"Nashville","Tennessee",8,21,8,"8th voted out","6th jury member","Ometepe",1988-10-02,NA,"Male",NA,NA,"White","Pre-Med Student","INFP",NA,2,20,"22-25",NA
"648","Matt Farrelly","AU0082","Matt","AU","AU04","Survivor Australia: Champions vs. Contenders (2019)",4,29,"Sydney","NSW",12,26,11,"11th voted out",NA,"Contenders",1990-03-21,NA,"Female",NA,NA,NA,"High School Teacher/Pro Wrestler",NA,NA,0,25,"26-29",NA
"649","Matt Quinlan","US0356","Matt","US","US24","Survivor: One World",24,33,"San Francisco","California",3,8,3,"2nd voted out",NA,"Manono",1978-04-05,NA,"Male",NA,NA,"White","Attorney","ENTJ",NA,4,17,"30-34",NA
"650","Matt Tarrant","AU0020","Matt","AU","AU01","Survivor Australia: 2016",1,29,"Adelaide","SA",24,51,20,"19th voted out","7th jury member","Saanapu",NA,NA,"Male",NA,NA,NA,"Magician",NA,NA,2,24,"26-29",NA
"651","Matthew Dyson","AU0049","Matt","AU","AU03","Survivor Australia: Champions vs. Contenders",3,35,"Brisbane","QLD",1,2,1,"1st voted out",NA,"Contenders",NA,NA,"Male",NA,NA,NA,"Traffice Police Officer",NA,NA,8,25,"30-34",1
"652","Matthew Lenahan","US0319","Sash","US","US21","Survivor: Nicaragua",21,30,"New York City","New York",16,39,18,"2nd runner-up",NA,"La Flor",1979-11-22,NA,"Male","Black",NA,"POC","Real Estate Broker","ENTJ",NA,1,20,"26-29",NA
"653","Matthew von Ertfelda","US0095","Matthew","US","US06","Survivor: The Amazon",6,33,"Washington","D.C.",15,39,15,"Runner-up",NA,"Tambaqui",1969-07-24,NA,"Male",NA,NA,"White","Restaurant Designer","INTP",NA,1,15,"30-34",NA
"654","Matty Whitmore","US0262","Matty","US","US17","Survivor: Gabon",17,29,"Pacific Palisades","California",13,38,15,"15th voted out","7th jury member","Fang",1978-12-18,NA,"Male",NA,NA,"White","Personal Trainer","ESFP",NA,3,18,"26-29",NA
"655","Max Dawson","US0447","Max","US","US30","Survivor: Worlds Apart",30,37,"Topanga","California",5,14,5,"5th voted out",NA,"Masaya",1977-03-31,NA,"Male","White","Jewish","White","Media Consultant","ENTP",NA,3,18,"35-39",NA
"656","Mel Chiang","AU0137","Mel","AU","AU07","Survivor Australia: Blood vs. Water",7,33,"Melbourne","Victoria",14,NA,14,"12th voted out","2nd jury member","Water",NA,NA,"Female",NA,NA,NA,NA,NA,NA,0,28,"30-34",NA
"657","Melinda Hyder","US0168","Melinda","US","US12","Survivor: Panama",12,32,"Sevierville","Tennessee",2,6,2,"2nd voted out",NA,"Casaya",1973-05-23,NA,"Female",NA,NA,"White","Singer/Entertainer","ESFJ",NA,2,16,"30-34",NA
"658","Meryl Szolkiewicz","SA0114","Meryl","SA","SA07","Survivor South Africa: Island of Secrets",7,31,"Irene","Gauteng",9,22,9,"9th voted out","1st jury member","Ta'alo",NA,NA,"Female",NA,NA,NA,"Pilates Instructor",NA,NA,1,21,"30-34",NA
"659","Mia Galeotalanza","US0116","Mia","US","US09","Survivor: Vanuatu",9,29,"Boston","Massachusetts",3,7,4,"4th voted out",NA,"Yasur",1974-08-17,NA,"Female",NA,NA,"White","Bookkeeper","ESFP",NA,3,18,"26-29",NA
"660","Michael Bortone","US0239","Mikey B","US","US16","Survivor: Micronesia",16,34,"Los Angeles","California",4,11,4,"4th voted out",NA,"Airai",1973-12-29,NA,"Male",NA,NA,"White","Aspiring Writer","ENTP",NA,2,20,"30-34",NA
"661","Michael Jefferson","US0361","Michael","US","US24","Survivor: One World",24,30,"Seattle","Washington",8,22,8,"6th voted out","2nd jury member","Manono",1981-08-29,NA,"Male",NA,NA,"White","Banker","ISTJ",NA,3,17,"26-29",NA
"662","Michael Skupin","US0022","Michael","US","US25","Survivor: Philippines",25,50,"White Lake","Michigan",15,39,17,"Co-runner-up",NA,"Tandang",1962-01-29,NA,"Male",NA,NA,"White","Software Publisher;Part-Time Professional Speaker","ESFJ",NA,8,18,"45-50",NA
"663","Michael Snow","US0393","Michael","US","US26","Survivor: Caramoan",26,44,"New York City","New York",9,25,10,"9th voted out","1st jury member","Gota",1968-08-30,NA,"Male",NA,NA,"White","Event Planner","INFJ",NA,3,20,"40-44",NA
"664","Michael Sparrow","NZ0009","Mike","NZ","NZ01","Survivor NZ: Nicaragua",1,27,"Tauranga",NA,19,37,15,"14th voted out","6th jury member","Hermosa",NA,NA,"Male",NA,NA,NA,"Business Analyst",NA,NA,0,19,"26-29",NA
"665","Michael Sparrow","NZ0009","Mike","NZ","NZ01","Survivor NZ: Nicaragua",1,27,"Tauranga",NA,11,20,9,"8th voted out",NA,"Hermosa",NA,NA,"Male",NA,NA,NA,"Business Analyst",NA,NA,0,19,"26-29",NA
"666","Michael Yerger","US0528","Michael","US","US36","Survivor: Ghost Island",36,18,"Los Angeles","California",10,29,12,"12th voted out","5th jury member","Malolo",1998-07-20,NA,"Male",NA,NA,"White","Real Estate Agent","INFJ",NA,4,20,"18-21",NA
"667","Michael Zernow","US0230","Frosti","US","US15","Survivor: China",15,20,"Chicago","Illinois",9,27,9,"9th voted out","3rd jury member","Zhan Hu",1987-02-15,NA,"Male","Asian","Japanese Russian American","POC","Student/Athlete","ESFP",NA,2,16,"18-21",NA
"668","Michaela Bradshaw","US0485","Michaela","US","US33","Survivor: Millennials vs. Gen X",33,25,"Fort Worth","Texas",7,20,7,"7th voted out",NA,"Vanua",1990-12-01,NA,"Female","Black",NA,"POC","Vacation Club Sales","ISTJ",NA,1,20,"22-25",NA
"669","Michaela Bradshaw","US0485","Michaela","US","US34","Survivor: Game Changers",34,25,"Fort Worth","Texas",11,35,14,"14th voted out","7th jury member","Mana",1990-12-01,NA,"Female","Black",NA,"POC","Vacation Club Sales","ISTJ",NA,7,20,"22-25",NA
"670","Michele Fitzgerald","US0478","Michele","US","US40","Survivor: Winners at War",40,29,"Hoboken","New Jersey",15,39,20,"2nd runner-up",NA,"Sele",1990-05-05,NA,"Female",NA,NA,"White","Bartender;Business Development Manager","ESFP",NA,2,22,"26-29",NA
"671","Michele Fitzgerald","US0478","Michele","US","US32","Survivor: Kaoh Rong",32,24,"Freehold","New Jersey",15,39,18,"Sole Survivor",NA,"Gondol",1990-05-05,NA,"Female",NA,NA,"White","Bartender;Business Development Manager","ESFP",NA,2,18,"22-25",NA
"672","Michelle Chase","US0248","Michelle","US","US17","Survivor: Gabon",17,24,"Los Angeles","California",1,3,1,"1st voted out",NA,"Fang",1984-03-07,NA,"Female",NA,NA,"White","Music Producer","INTP",NA,3,18,"22-25",NA
"673","Michelle Chiang","AU0128","Michelle","AU","AU07","Survivor Australia: Blood vs. Water",7,33,"Sydney","New South Wales",18,NA,19,"17th voted out","4th jury member","Blood",NA,NA,"Female",NA,NA,NA,NA,NA,NA,0,28,"30-34",NA
"674","Michelle Dougan","AU0045","Michelle","AU","AU05","Survivor Australia: All Stars",5,35,"Sydney","New South Wales",4,9,4,"4th voted out",NA,"Mokuta",NA,NA,"Female",NA,NA,NA,"Nanny",NA,NA,2,24,"30-34",NA
"675","Michelle Dougan","AU0045","Michelle","AU","AU02","Survivor Australia: 2017",2,33,"Sydney","NSW",25,52,21,"21st voted out","8th jury member","Asaga",NA,NA,"Female",NA,NA,NA,"Nanny",NA,NA,0,24,"30-34",NA
"676","Michelle Schubert","US0486","Michelle","US","US33","Survivor: Millennials vs. Gen X",33,28,"Yakima","Washington",8,23,8,"8th voted out","1st jury member","Vanua",1988-03-11,NA,"Female",NA,NA,"White","Missionary Recruiter","INFP",NA,1,20,"26-29",NA
"677","Michelle Tesauro","US0101","Michelle","US","US07","Survivor: Pearl Islands",7,22,"Washington","D.C.",5,15,5,"5th voted out",NA,"Drake",1981-01-16,NA,"Female",NA,NA,"White","Student","ENFP",NA,4,18,"22-25",NA
"678","Michelle Yi","US0212","Michelle","US","US14","Survivor: Fiji",14,23,"Cincinnati","Ohio",9,24,10,"9th voted out","3rd jury member","Ravu",1983-12-02,NA,"Female","Asian","Taiwanese American","POC","Student","ENFP",NA,1,19,"22-25",NA
"679","Mick Trimming","US0299","Mick","US","US19","Survivor: Samoa",19,33,"Los Angeles","California",16,39,18,"2nd runner-up",NA,"Foa Foa",1976-05-10,NA,"Male",NA,NA,"White","Doctor","INTP",NA,2,20,"30-34",NA
"680","Mikayla Wingle","US0343","Mikayla","US","US23","Survivor: South Pacific",23,22,"Tampa","Florida",6,16,6,"6th voted out",NA,"Upolu",1989-05-31,NA,"Female",NA,NA,"White","Lingerie Football Player","ISFP",NA,2,20,"22-25",NA
"681","Mike Chiesl","US0328","Mike","US","US22","Survivor: Redemption Island",22,31,"Del Mar","California",9,22,9,"9th voted out","7th jury member","Zapatera",1979-09-15,NA,"Male",NA,NA,"White","Iraq War Veteran","ISFJ",NA,3,20,"30-34",NA
"682","Mike Gabler","US0638","Gabler","US","US43","Survivor: 43",43,51,"Meridian","Idiana",NA,NA,NA,NA,NA,"Baka",1970-09-04,NA,"Male",NA,NA,"White","Heart Valve Specialist",NA,NA,7,NA,"51-55",NA
"683","Mike Holloway","US0460","Mike","US","US30","Survivor: Worlds Apart",30,38,"North Richland Hills","Texas",15,39,18,"Sole Survivor",NA,"Escameca",1976-07-25,NA,"Male",NA,NA,"White","Oil Driller","ESTP",NA,4,18,"35-39",NA
"684","Mike Laws","SA0129","Mike","SA","SA08","Survivor South Africa: Immunity Island",8,32,"Cape Town","Western Cape",3,8,3,"3rd voted out",NA,"Vuna",NA,NA,"Male",NA,NA,NA,"Lawyer",NA,NA,2,20,"30-34",NA
"685","Mike Turner","US0620","Mike","US","US42","Survivor: 42",42,57,"Hoboken","New Jersey",13,26,17,"Runner up",NA,"Vati",1963-10-15,NA,"Male",NA,"Hispanic or Latino","POC","Retired Firefighter","ESFJ",306,4,18,"56-60",NA
"686","Mike Venter","SA0121","Mike","SA","SA07","Survivor South Africa: Island of Secrets",7,21,"Boksburg","Gauteng",16,35,16,"16th voted out","8th jury member","Laumei",NA,NA,"Male",NA,NA,NA,"Radio Presenter",NA,NA,5,21,"18-21",NA
"687","Mike White","US0555","Mike","US","US37","Survivor: David vs. Goliath",37,47,"Los Angeles","California",14,39,19,"Runner-up",NA,"Goliath",1970-06-28,NA,"Male",NA,NA,"White","Filmmaker","INFP",NA,5,20,"45-50",NA
"688","Mike Zahalsky","US0512","Mike","US","US35","Survivor: Heroes vs. Healers vs. Hustlers",35,43,"Parkland","Florida",13,37,14,"14th voted out","7th jury member","Soko",1973-09-11,NA,"Male","White","Jewish","White","Urologist","ENFP",NA,3,18,"40-44",NA
"689","Missy Byrd","US0581","Missy","US","US39","Survivor: Island of the Idols",39,24,"Tacoma","Washington",9,27,11,"11th voted out","5th jury member","Lairo",1994-07-01,NA,"Female","Black",NA,"POC","Air Force Veteran","INTJ",NA,3,20,"22-25",NA
"690","Missy Payne","US0440","Missy","US","US29","Survivor: San Juan del Sur",29,47,"Dallas","Texas",15,39,16,"2nd runner-up",NA,"Hunahpu",1967-06-10,NA,"Female",NA,NA,"White","Competitive Cheerleading Gym Owner","ESFJ",NA,3,18,"45-50",NA
"691","Misty Giles","US0169","Misty","US","US12","Survivor: Panama",12,24,"Dallas","Texas",3,8,3,"3rd voted out",NA,"Bayoneta",1981-02-25,NA,"Female",NA,NA,"White","Missile Engineer","INTP",NA,3,16,"22-25",NA
"692","Mitchell Olson","US0020","Mitchell","US","US02","Survivor: The Australian Outback",2,23,"Union City","New Jersey",4,12,4,"4th voted out",NA,"Ogakor",1977-03-17,NA,"Male",NA,NA,"White","Singer/Songwriter","ENFP",NA,2,16,"22-25",NA
"693","Mitchell Shaw","AU0100","Mitch","AU","AU06","Survivor Australia: Brains vs. Brawn",6,33,"Brisbane","QLD",5,12,5,"5th voted out",NA,"Brains",NA,NA,"Male",NA,NA,NA,"Doctor",NA,NA,7,26,"30-34",NA
"694","Mmabatiokoa Molefe","SA0119","Mmaba","SA","SA07","Survivor South Africa: Island of Secrets",7,28,"Cape Town","Western Cape",14,32,14,"14th voted out","6th jury member","Laumei",NA,NA,"Female","Zulu",NA,NA,"Investment Analyst",NA,NA,0,21,"26-29",NA
"695","Moana Hope","AU0053","Moana","AU","AU05","Survivor Australia: All Stars",5,31,"Melbourne","Victoria",24,49,22,"21st voted out","9th jury member","Vakama",1988-02-14,NA,"Female",NA,NA,NA,"AFLW Player",NA,NA,0,24,"30-34",NA
"696","Moana Hope","AU0053","Moana","AU","AU03","Survivor Australia: Champions vs. Contenders",3,30,"Melbourne","VIC",6,16,6,"6th voted out",NA,"Champions",1988-02-14,NA,"Female",NA,NA,NA,"AFLW Player",NA,NA,1,25,"26-29",NA
"697","Molly Byman","US0572","Molly","US","US39","Survivor: Island of the Idols",39,27,"Durham","North Carolina",2,6,2,"2nd voted out",NA,"Vokai",1990-10-05,NA,"Female",NA,NA,"White","Law Student","INTJ",NA,4,20,"26-29",NA
"698","Monica Culpepper","US0358","Monica","US","US24","Survivor: One World",24,41,"Tampa","Florida",5,14,5,"4th voted out",NA,"Salani",1970-06-15,NA,"Female",NA,NA,"White","Ex-NFL Player's Wife;Homemaker","ESFJ",NA,1,17,"40-44",NA
"699","Monica Culpepper","US0358","Monica","US","US27","Survivor: Blood vs. Water",27,42,"Tampa","Florida",15,39,22,"Runner-up",NA,"Galang",1970-06-15,NA,"Female",NA,NA,"White","Ex-NFL Player's Wife;Homemaker","ESFJ",NA,5,23,"40-44",NA
"700","Monica Padilla","US0295","Monica","US","US19","Survivor: Samoa",19,25,"San Diego","California",13,33,14,"12th voted out","6th jury member","Galu",1984-07-14,NA,"Female",NA,"Hispanic or Latino","POC","Law Student","ENFP",NA,1,20,"22-25",NA
"701","Monica Padilla","US0295","Monica","US","US31","Survivor: Cambodia",31,30,"Queens","New York",5,13,5,"5th voted out",NA,"Bayon",1984-07-14,NA,"Female",NA,"Hispanic or Latino","POC","Law Student","ENFP",NA,1,20,"26-29",NA
"702","Monika Radulovic","AU0067","Monika","AU","AU03","Survivor Australia: Champions vs. Contenders",3,27,"Sydney","NSW",22,46,21,"21st voted out","7th jury member","Champions",1990-09-21,NA,"Female",NA,NA,NA,"Miss Australia 2015",NA,NA,1,25,"26-29",NA
"703","Mookie Lee","US0214","Mookie","US","US14","Survivor: Fiji",14,25,"Chicago","Illinois",11,30,12,"11th voted out","5th jury member","Ravu",1981-11-10,NA,"Male","Asian","Korean American","POC","Business Consultant","ESFP",NA,0,19,"22-25",NA
"704","Morgan McDevitt","US0152","Morgan","US","US11","Survivor: Guatemala",11,21,"Decatur","Illinois",2,6,2,"2nd voted out",NA,"Yaxha",1983-11-24,NA,"Female",NA,NA,"White","Magician's Assistant","INFP",NA,2,18,"18-21",NA
"705","Morgan McLeod","US0415","Morgan","US","US28","Survivor: Cagayan",28,21,"San Jose","California",7,22,9,"8th voted out","2nd jury member","Solana",1992-07-09,NA,"Female",NA,NA,"White","Ex-NFL Cheerleader","ISFP",NA,8,18,"18-21",NA
